"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1199993385169256449","x1454107961354162184",2021-10-29 15:28:48,"FanOfKicchaBoss","ಒಬ್ಬ ಮನುಷ್ಯ ಬದುಕಿದ್ದಾಗ ಸಿಗಬೇಕಾಗಿರೋ ಬೆಲೆ, ಗೌರವ, ಸಂಬಂಧ, ಪ್ರೀತಿ ... ಅವನು ಸತ್ತಾಗ ನೂರ್ ಪಟ್ಟು ಸಿಗುತ್ತೆ 🥺💔

 ಯಾರ್ ಮೇಲೂ ದ್ವೇಷ ನೇ ಇಲ್ದೆ ಇದ್ದವ್ರು ಇವತ್ತು ಇಲ್ಲ ಅಂತ ಬದುಕಿದ್ದಾಗ ಸಿಗಬೇಕಾದ ಗೌರವ ಈವಾಗ ಸಿಗ್ತಾ ಇದೆ 🙂

ಇಷ್ಟೇ ಪ್ರಪಂಚ....🙂 ನಾವು ಪ್ರೀತಿ ಇರ್ಲಿ  ದ್ವೇಷ ಅಂತ ಮಾಡೋಕು ಆ ಮನುಷ್ಯ ಇಲ್ಲ ಇವಾಗ 🥺🥺 https://t.co/1hVnaWwW1R","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1147881382141501441","KicchaTheBrand1","kn",,,,,,,,,,,,,,,,"x1454096893827448842","ಒಬ್ಬ ಮನುಷ್ಯ ಬದುಕಿದ್ದಾಗ ಸಿಗಬೇಕಾಗಿರೋ ಬೆಲೆ, ಗೌರವ, ಸಂಬಂಧ, ಪ್ರೀತಿ ... ಅವನು ಸತ್ತಾಗ ನೂರ್ ಪಟ್ಟು ಸಿಗುತ್ತೆ 🥺💔

 ಯಾರ್ ಮೇಲೂ ದ್ವೇಷ ನೇ ಇಲ್ದೆ ಇದ್ದವ್ರು ಇವತ್ತು ಇಲ್ಲ ಅಂತ ಬದುಕಿದ್ದಾಗ ಸಿಗಬೇಕಾದ ಗೌರವ ಈವಾಗ ಸಿಗ್ತಾ ಇದೆ 🙂

ಇಷ್ಟೇ ಪ್ರಪಂಚ....🙂 ನಾವು ಪ್ರೀತಿ ಇರ್ಲಿ  ದ್ವೇಷ ಅಂತ ಮಾಡೋಕು ಆ ಮನುಷ್ಯ ಇಲ್ಲ ಇವಾಗ 🥺🥺 https://t.co/1hVnaWwW1R",2021-10-29 14:44:49,"Twitter Web App",33,18,"x1147881382141501441","KicchaTheBrand1","Bácchan Ågasthyâ....🦁",880,368,34705,"Bengaluru, India","ನನ್ನ ನೀನು ಗೆಲ್ಲಲಾರೆ ತಿಳಿದು ತಿಳಿದು ಛಲವೇತಕೆ 😎😈
            *ʙʟᴇᴇᴅ ᴋɪᴄᴄʜᴀɪsᴍ 💥
ᴍsᴅ❤️ ᴀᴊɪᴛʜ 🖤 ᴀᴀ💛
 
#💉KICCHASIM BLOOD LLEY EDE KENUKBEDRI 💢🔥",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FanOfKicchaBoss/status/1454107961354162184","Fan of Baadshah🦁","Hyderabad, India","KING ,BAADSHAH, BIGGBOSS, ABHINAYA CHAKRAVARTHY @Kicchasudeep BOSS FAN 🔥🔥😎😎💥💥",,FALSE,456,100,0,42185,22436,2019-11-28 10:08:29,FALSE,,,,"https://pbs.twimg.com/profile_banners/1199993385169256449/1632726242","","http://pbs.twimg.com/profile_images/1445357458562510848/i29EUl6W_normal.jpg"
"x1438811865933565956","x1454107961333362689",2021-10-29 15:28:48,"CookieSafia","@ElRaf67 @Mediavenir Et la daronne qui a laisser faire","Twitter for iPhone",33,"x1454057333538140163","x1184921541617836034","ElRaf67",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1184921541617836034 x1214315619031478272","ElRaf67 Mediavenir","fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CookieSafia/status/1454107961333362689","Cookie Lyon","Paris, France",,,FALSE,1,29,0,90,434,2021-09-17 10:27:55,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1440737225033990154/djoug5Qs_normal.jpg"
"x1046293437559918593","x1454107961366745099",2021-10-29 15:28:48,"pxprynk","ประเทศเดียวในโลกปะ ที่เจ้าหน้าที่เอาถังดับเพลิงมาดับเทียนที่คนเขาจุดไว้อาลัยผู้เสียชีวิตจากการชุมนุม 

#ม็อบ29ตุลา64 #โมเดอร์น่าอยู่ไหน https://t.co/Etyq2hTfLk","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,"ม็อบ29ตุลา64",,,,,,,,,,,,,"x1423604684229529603","Nattayut_NL","th",,,,,,,,,,,,,,,,"x1454060715946360832","ประเทศเดียวในโลกปะ ที่เจ้าหน้าที่เอาถังดับเพลิงมาดับเทียนที่คนเขาจุดไว้อาลัยผู้เสียชีวิตจากการชุมนุม 

#ม็อบ29ตุลา64 #โมเดอร์น่าอยู่ไหน https://t.co/Etyq2hTfLk",2021-10-29 12:21:04,"Twitter Web App",2332,21756,"x1423604684229529603","Nattayut_NL","Nattayut L.",23,28,81,"Bangkok , Thailand","Creative Art Director | Designer | Graphic Design B.A. Film and Digital Media , DPU M.C.A Integrated Marketing and Brand Communication , DPU",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pxprynk/status/1454107961366745099","january🍑","กรุงเทพมหานคร, ประเทศไทย",,,FALSE,3,30,0,585,966,2018-09-30 06:59:29,FALSE,,,,"https://pbs.twimg.com/profile_banners/1046293437559918593/1635449857","","http://pbs.twimg.com/profile_images/1453808075358363648/6VzQ3Sfr_normal.jpg"
"x796316028259082240","x1454107961354190848",2021-10-29 15:28:48,"suniketroy","Pious And Righteous Sushant 🪔
Pious And Divine Disha 🪔","Twitter for Android",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/suniketroy/status/1454107961354190848","🇮🇳 Suniket Roy ",,"कर्मण्येवाधिकारस्ते मा फलेषु कदाचन ।
मा कर्मफलहेतुर्भुर्मा ते संगोऽस्त्वकर्मणि II
💫SSR ka SSRian❤
Innovative by mind, creative by heart
Proud 🇮🇳",,FALSE,6914,1924,10,141677,54941,2016-11-09 11:38:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/796316028259082240/1626954623","","http://pbs.twimg.com/profile_images/1343261262373740544/Z4rpfgCy_normal.jpg"
"x543834200","x1454107961362554884",2021-10-29 15:28:48,"njtxid","🚨BREAKING: @RepMaloney has announced her intent to issue subpoenas to ExxonMobil, BP, Chevron, Shell, and API for key documents they have refused to produce regarding the Committee’s investigation into the fossil fuel industry’s climate disinformation campaign.","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x31122582 x258900199","OversightDems RepMaloney","en",,,,,,,,,,,,,,,,"x1453826882483413002","🚨BREAKING: @RepMaloney has announced her intent to issue subpoenas to ExxonMobil, BP, Chevron, Shell, and API for key documents they have refused to produce regarding the Committee’s investigation into the fossil fuel industry’s climate disinformation campaign.",2021-10-28 20:51:54,"Twitter Web App",2087,675,"x31122582","OversightDems","Oversight Committee",182545,4990,16982,"Washington, DC","Chairwoman @RepMaloney | Committee on Oversight and Reform | RT and follows do not equal endorsements.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/njtxid/status/1454107961362554884","truthprevails🌊🙏🤟🏼","Idaho","wife, mother, grandmother, and retired teacher. I want to live in a loving, honest, clean and giving America. #VoteBlue, #Ibelieveinscience, #StrongerTogether",,FALSE,10395,10681,4,89957,78046,2012-04-03 00:12:45,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1033888125074911233/dthr0u3j_normal.jpg"
"x1289632469289844737","x1454107961349992450",2021-10-29 15:28:48,"bearmyblink_twt","เด็กไทยอ่ะเก่งมากๆนะครับ หลายคนทำในสิ่งที่สุดยอดได้ คำถามคือ แล้วอีรัฐไทย สนับสนุนพวกเขาแล้วหรอยัง??? https://t.co/6U9GVGdHGN","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1243580273889095681","TarotYouuuu","th",,,,,,,,,,,,,,,,"x1453551942311895043","เด็กไทยอ่ะเก่งมากๆนะครับ หลายคนทำในสิ่งที่สุดยอดได้ คำถามคือ แล้วอีรัฐไทย สนับสนุนพวกเขาแล้วหรอยัง??? https://t.co/6U9GVGdHGN",2021-10-28 02:39:23,"Twitter for Android",19854,88762,"x1243580273889095681","TarotYouuuu","Tarot to youuuu",48035,2165,208365,,"สนใจดูดวงติดต่อทางDM หรือ  Line@ ของ Tarot to You - @bmu1601z ได้เลยนะครับ +รับรีทวิตด้วยจ้าาาา",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bearmyblink_twt/status/1454107961349992450","คุณหญิงแบแบร์รี่ (หญิงหมี)🧸🤍",,"ไอด้อนแคร์บอสตันไอด้อนท์แคร์ยูเอสเอไอแคร์ยูบัทยูด้อนท์แคร์มีแอนด์แด้สวายไอคัทมายแฮร์บีคัสยูด้อนท์แคร์มายฮ้าท",,FALSE,153,803,0,62616,132978,2020-08-01 18:42:20,FALSE,,,,"https://pbs.twimg.com/profile_banners/1289632469289844737/1629909898","","http://pbs.twimg.com/profile_images/1454107602883735554/3ESCn0KG_normal.jpg"
"x1423659940376236039","x1454107961329020935",2021-10-29 15:28:48,"YesSheCum","👜طبیب https://t.co/6aDDU5Une4","Twitter for iPad",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1437436566566100999/pu/img/km63ma0ySSHi96rw.jpg","https://t.co/6aDDU5Une4","https://twitter.com/TjapJagoeng/status/1437436873211666434/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1437436566566100999/pu/img/km63ma0ySSHi96rw.jpg","https://t.co/6aDDU5Une4","https://twitter.com/TjapJagoeng/status/1437436873211666434/video/1",,"x1411561203009155077","PORNSOUTHINDIAN","fa",,,,,,,,,,,,,,,,"x1453877920196300802","👜طبیب https://t.co/6aDDU5Une4",2021-10-29 00:14:42,"Twitter for Android",418,174,"x1411561203009155077","PORNSOUTHINDIAN","💕PORN💕",18144,15,11055,,"RT for RT",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/YesSheCum/status/1454107961329020935","YesSheCum",,"Beautiful Women Find Pleasure NSFW +18 Banner @AlexaCreed Header @MissAnja77",,FALSE,2297,3379,12,8198,709,2021-08-06 14:59:49,FALSE,,,,"https://pbs.twimg.com/profile_banners/1423659940376236039/1628356926","","http://pbs.twimg.com/profile_images/1424066788505964553/_N69o7CK_normal.jpg"
"x1387982128269385731","x1454107961350148102",2021-10-29 15:28:48,"imiyanie","@sha_hualing como vai, linda?","Twitter for Android",16,"x1454007918748225544","x1438220787547262977","sha_hualing",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1438220787547262977","sha_hualing","pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/imiyanie/status/1454107961350148102","𝐌𝐈𝐍𝐆𝐘𝐀𝐍.",,"⠀⠀⠀ ⠀⠀⠀","http://t.me/imiyanie",FALSE,235,285,1,640,764,2021-04-30 04:08:31,FALSE,,,,"https://pbs.twimg.com/profile_banners/1387982128269385731/1634975944","","http://pbs.twimg.com/profile_images/1451815679158591489/hfHR1SbR_normal.jpg"
"x1383670950873341957","x1454107961337339904",2021-10-29 15:28:48,"4_Spear_","RT‼️

지금 하고 있는 일 잘 풀렸으면 하는 마음에
이 글 알티 해주시면 한 분 추첨해서 아래 기프티콘 드립니다☺️

당첨자 발표는 11/6 토요일
트친 한정❌ 연뮤덕 한정⭕️

켱해진 켱화엑도 많은 관심 부탁드려요😊💯 https://t.co/eC7oYpLxF5","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1377274472911171593","spring__0302","ko",,,,,,,,,,,,,,,,"x1454104662634684416","RT‼️

지금 하고 있는 일 잘 풀렸으면 하는 마음에
이 글 알티 해주시면 한 분 추첨해서 아래 기프티콘 드립니다☺️

당첨자 발표는 11/6 토요일
트친 한정❌ 연뮤덕 한정⭕️

켱해진 켱화엑도 많은 관심 부탁드려요😊💯 https://t.co/eC7oYpLxF5",2021-10-29 15:15:42,"Twitter for iPhone",1,51,"x1377274472911171593","spring__0302","늘봄",84,90,2304,"칼브루너","✨백형훈 | 📷 @spring__pic__",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/4_Spear_/status/1454107961337339904","☢️수상한 떡메모지 수요조사 한설🦉☢️",,"🍓🐶🦊🐢/ 헤더는 사랑하는 @_7th_alphabet 님!/ 여우 트윗 리트윗하는 사람 ☢️ 🐶🍓🦊🐢 ☢️",,FALSE,244,224,2,21947,31912,2021-04-18 06:37:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/1383670950873341957/1626569910","","http://pbs.twimg.com/profile_images/1454099411710078983/FT5XZ3zd_normal.jpg"
"x1160073297909784577","x1454107961333215240",2021-10-29 15:28:48,"zeusthangs","엄마 얘네 둘이 또 이래요 ㅎㅎㅎ https://t.co/Cfq4acTOEq","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC39srsVUAYIhFE.jpg","https://t.co/Cfq4acTOEq","https://twitter.com/captainuwu/status/1454097208417026049/photo/1","photo","http://pbs.twimg.com/media/FC39srsVUAYIhFE.jpg http://pbs.twimg.com/media/FC39s0AVcAc1AGD.jpg http://pbs.twimg.com/media/FC39s8eVkAs6bEW.jpg http://pbs.twimg.com/media/FC39tG0UYAQ1lpw.jpg","https://t.co/Cfq4acTOEq https://t.co/Cfq4acTOEq https://t.co/Cfq4acTOEq https://t.co/Cfq4acTOEq","https://twitter.com/captainuwu/status/1454097208417026049/photo/1 https://twitter.com/captainuwu/status/1454097208417026049/photo/1 https://twitter.com/captainuwu/status/1454097208417026049/photo/1 https://twitter.com/captainuwu/status/1454097208417026049/photo/1",,"x76222004","captainuwu","ko",,,,,,,,,,,,,,,,"x1454097208417026049","엄마 얘네 둘이 또 이래요 ㅎㅎㅎ https://t.co/Cfq4acTOEq",2021-10-29 14:46:04,"Twitter for Android",1225,702,"x76222004","captainuwu","Dyva🌸",80012,525,117350,"널 만나고 이 도시는 눈부시게 빛나 어디든","여러분들이 행복해야 제가 행복하답니다",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/zeusthangs/status/1454107961333215240","nicole"," nct + exo ","jungwoo and haechan supremacy. she/her. 22.",,FALSE,160,335,6,19652,46316,2019-08-10 06:20:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/1160073297909784577/1621869997","","http://pbs.twimg.com/profile_images/1426499479197286400/zk9q1LUJ_normal.jpg"
"x3301253353","x1454107961366769678",2021-10-29 15:28:48,"mc21bm","ดูมาตั้งนานคือเพิ่งรู้ น้องงงงง สงสารจัง ㅠㅡㅠ https://t.co/D09rWHyCHv","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC3sqmbVcAwEwxK.jpg","https://t.co/D09rWHyCHv","https://twitter.com/532am_/status/1454078476416290821/photo/1","photo","http://pbs.twimg.com/media/FC3sqmbVcAwEwxK.jpg","https://t.co/D09rWHyCHv","https://twitter.com/532am_/status/1454078476416290821/photo/1",,"x973890987939397637","532am_","th",,,,,,,,,,,,,,,,"x1454078476416290821","ดูมาตั้งนานคือเพิ่งรู้ น้องงงงง สงสารจัง ㅠㅡㅠ https://t.co/D09rWHyCHv",2021-10-29 13:31:38,"Twitter for iPad",6555,27641,"x973890987939397637","532am_","𓆠",115106,48,7608,"dm24/7 | sorry for late reply ","มยกคลคกยมยกก",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mc21bm/status/1454107961366769678","シ",,"❥ ❣︎ ☻︎",,FALSE,15,289,0,27436,2176,2015-07-30 05:54:54,FALSE,,,,"https://pbs.twimg.com/profile_banners/3301253353/1631120869","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1425847395279986689/0-jnD7rP_normal.jpg"
"x1147438021756592130","x1454107961354174467",2021-10-29 15:28:48,"llonggen","@IMSAKURASAMURA1 我说是百事就是百事！","Twitter for iPhone",10,"x1454106812777525248","x1409412541139226628","IMSAKURASAMURA1",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1409412541139226628","IMSAKURASAMURA1","zh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/llonggen/status/1454107961354174467","Pp的垃圾箱","Tsuen Wan District, Hong Kong","女朋友的舔狗/接推广！",,FALSE,26084,432,66,499,259,2019-07-06 09:31:57,FALSE,,,,"https://pbs.twimg.com/profile_banners/1147438021756592130/1630862727","","http://pbs.twimg.com/profile_images/1443558725478858761/0IkSi_Ta_normal.jpg"
"x2965874706","x1454107961358385155",2021-10-29 15:28:48,"tigerssgaming","इटली में प्रधानमंत्री मोदी के स्वागत के समय पढ़ा गया शिव तांडव और लगे जय श्री राम के नारे।","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x381630294","epanchjanya","hi",,,,,,,,,,,,,,,,"x1454081025777168389","इटली में प्रधानमंत्री मोदी के स्वागत के समय पढ़ा गया शिव तांडव और लगे जय श्री राम के नारे।",2021-10-29 13:41:46,"Twitter for Android",2628,499,"x381630294","epanchjanya","Panchjanya",66073,94,6678,"Delhi","राष्ट्रीय साप्ताहिक पत्रिका।

हमारे YouTube चैनल को अवश्य सब्सक्राइब करें :- 


https://youtube.com/channel/UC3ZdCNFsU3ElU9e23YyI1Cw",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tigerssgaming/status/1454107961358385155","Tigers",,,,FALSE,61,243,0,1551,2224,2015-01-08 11:19:42,FALSE,,,,"https://pbs.twimg.com/profile_banners/2965874706/1420716363","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1184803181697495040/6BvO6bWH_normal.jpg"
"x1376134678038609922","x1454107961354293252",2021-10-29 15:28:48,"lilabalochi","@illhaniran 15 sen sevda misin 
#BurcuÖzberk        EsraErten
#İlhanŞen               OzanKorfalı
#EsZan                   AşkMantıkİntikam","Twitter for Android",127,"x1454088817351270400","x1385202257134825472","illhaniran",FALSE,FALSE,0,0,0,0,"BurcuÖzberk İlhanŞen EsZan",,,,,,,,,,,,,"x1385202257134825472","illhaniran","tr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lilabalochi/status/1454107961354293252","لیلا",,,,FALSE,184,641,1,39866,10200,2021-03-28 11:32:08,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1450571385332539395/nZJa0QGb_normal.jpg"
"x804762686449819648","x1454107961354121220",2021-10-29 15:28:48,"wherehusky","ไม่ต้องห่วงนะทุกคน เดี๋ยวพิเลี้ยงลูคัสเอง https://t.co/sgsotYa2Aq","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC4GQv1VcAI9K-X.jpg","https://t.co/sgsotYa2Aq","https://twitter.com/9feblueary/status/1454106619998990340/photo/1","photo","http://pbs.twimg.com/media/FC4GQv1VcAI9K-X.jpg","https://t.co/sgsotYa2Aq","https://twitter.com/9feblueary/status/1454106619998990340/photo/1",,"x1118914729982906368","9feblueary","th",,,,,,,,,,,,,,,,"x1454106619998990340","ไม่ต้องห่วงนะทุกคน เดี๋ยวพิเลี้ยงลูคัสเอง https://t.co/sgsotYa2Aq",2021-10-29 15:23:28,"Twitter for iPad",90,594,"x1118914729982906368","9feblueary","🍀✨ ༘짜짜⁴⁴⁴🦁🥡",17648,219,81081,"เครื่องวาดรูปของลูคัส","Waiting for Lucas🦁🤲🏼🤍 /WayV7 NCT23 / ⚠️CW : Depression 🍋review #JAAJAAgoods 🌞✨ Do not repost my art (commission close🚫)",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/wherehusky/status/1454107961354121220","matoey selwyn🍉 |||","engenezen","intp | 맠른 런른 샤른 쇼른 선우른 정원른 | เตยรึน แต่เตยม้าคนะ😔 ไม่ให้งง","http://nct2020.com",FALSE,189,189,0,529316,53140,2016-12-02 19:02:31,FALSE,,,,"https://pbs.twimg.com/profile_banners/804762686449819648/1617238175","","http://pbs.twimg.com/profile_images/1448673378395574274/DeH0udkA_normal.jpg"
"x1325997986644717568","x1454107961337462788",2021-10-29 15:28:48,"theestalliboy","THIS!!!!","Twitter for iPhone",,,,,TRUE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"en","x1454063526906114048","Megan. No skips bitch @theestallion 🔥🔥🔥 #SomethingForTheeHotties https://t.co/KRZU0T32dA",2021-10-29 12:32:14,"Twitter for iPhone",690,137,"x1005865282437566464","sirgreenprint","suck me🧛🏾‍♂️",104,101,3767,"Houston, TX","Brian Hustlin, future millionaire.",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/theestalliboy/status/1454107961337462788","$TÅLLÌ BÖŸ 🔥📰👄🥵❄️🌶",,"Stallion for president🐎, snatchin' all the brethren😈 Foot up in a rap btch azz without no lubricant🦶🏾","https://megantheestallion.com/",FALSE,187,183,0,19166,32450,2020-11-10 03:05:41,FALSE,,,,"https://pbs.twimg.com/profile_banners/1325997986644717568/1634327461","","http://pbs.twimg.com/profile_images/1453497503068852225/yOW04ieU_normal.jpg"
